TRAP,createdBy,Timestamp,MoundID,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,PositionInTheLandscape,Prominence,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
8545,Bara Weissova,2018-09-20 07:29:10.935 GMT,8545,2018-09-20,Extinct Burial Mound,,Survey,stony area overgrown with bushes in the midst of a ploughed field,Annual agriculture,Scrub,NA,Medium,42.17729415,26.90208923,4669465.935,491913.8105,3,West,1,20,NA,15,NA,NA,stones,No,NA,NA,5 - extinct or near extinct,,Agriculture,possibly looted,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(491913.810549 4669465.935452)
9804,Amy Tanswell,2018-09-20 07:47:14.642 GMT,9804,2018-09-20,Burial Mound,"148, 149,grassland (Scrub patch in centre of ploughed field",Legacy verification,NA,Annual agriculture,Pasture,Valley Bottom or Plain,Low,42.13435975,26.80594289,4664712.429,483962.501,3,East,1.5,15,NA,NA,NA,NA,NA,No,NA,NA,1 - pristine,,Post-depositional,possibly agriculture,1 - full,Not available,Not relevant,NA,NA,NA,POINT(483962.50101 4664712.428982)
8546,Bara Weissova,2018-09-20 08:12:41.320 GMT,8546,2018-09-20,Burial Mound,,Legacy verification,NA,Pasture,Forest,Lower slope,Nil,42.20259695,26.86465356,4672279.596,488826.554,3,Northwest,0.5,10,NA,NA,NA,Other,"quartz stones on the top, kamenen kozhuch ?",No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8546_1.jpg''}}",5 - extinct or near extinct,,Looting,agriculture,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(488826.553991 4672279.595748)
9805,Amy Tanswell,2018-09-20 08:15:02.970 GMT,9805,2018-09-20,Surface Scatter,,Survey,Open-air settlement situated in an agricultural field on the south bank of the Popovska River.,Annual agriculture,Annual agriculture,Valley Bottom or Plain,Nil,42.13512266,26.81458978,4664795.548,484677.2916,3,Southwest,0.01,NA,NA,NA,NA,"Artefact scatter AC (North end); small amount of pottery (South), more concentrated at South end (Wheel made pottery, brick, and tile fragments)",harrowed,Yes (Bolyarovo 3),NA,NA,0 - No observation,,Agriculture,NA,No observation,No observation,No observation,NA,NA,NA,POINT(484677.291641 4664795.548386)
8547,Bara Weissova,2018-09-20 08:48:04.624 GMT,8547,2018-09-20,Burial Mound,,Legacy verification,seems to be only ploughed over but then we encountered a filled in RT with heaps of AC on top,Annual agriculture,Annual agriculture,Valley Bottom or Plain,Medium,42.19691648,26.85248099,4671650.544,487820.5637,3,Northeast,3,45,NA,NA,NA,NA,heaps of AC above covered RT,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8547_1.jpg''}}",4 - seriously damaged,,Looting,agriculture,4 - minimal,Looting,Last week,"01, oval, 2.5,3, no measurable depth",filled in with earth,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8547_1.jpg''}}",POINT(487820.563747 4671650.544228)
8548,Bara Weissova,2018-09-20 09:34:34.945 GMT,8548,2018-09-20,Burial Mound,grassland,Legacy verification,"in a farm with cows behind electric fence, the only visible damage are four concrete poles on top for electricity",Pasture,Pasture,Valley Bottom or Plain,High,42.20163868,26.8270966,4672178.799,485725.8452,3,Southeast,5,45,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Construction,NA,2 - good,Urban development,Unknown,"no RT, but 4 poles for electric pole",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8548_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8548_2.jpg''}}",POINT(485725.845229 4672178.799276)
8549,Bara Weissova,2018-09-21 06:29:13.216 GMT,8549,2018-09-21,Burial Mound,grassland,Legacy verification,"no RT but geodetic point lying NE of the mound, most likely dug out and refilled",Pasture,Pasture,Upper slope,High,42.26883176,26.89859555,4679629.987,491637.365,3,Southwest,1.6,30,NA,25,NA,Other,stones around,No,NA,NA,3 - damaged,,Looting,NA,4 - minimal,Looting,Unknown,NA,no Rt on the mound but huge hole next to it,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8549_1.jpg''}}",POINT(491637.364979 4679629.986665)
8550,Bara Weissova,2018-09-21 06:51:55.034 GMT,8550,2018-09-21,Burial Mound,grassland,Legacy verification,"between two fields, entirely dug out and shifted to the SW",Annual agriculture,Pasture,Valley Bottom or Plain,Medium,42.26990209,26.90784131,4679747.963,492399.9741,3,East,0.5,20,NA,18,NA,Other,stones from burial,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"02, 3.5,3.5,1",pile of stones N,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8550_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8550_2.jpg''}}",POINT(492399.974072 4679747.962835)
9806,Elissa SinClair,2018-09-21 07:35:18.886 GMT,9806,2018-09-21,Surface Scatter,"156-159 (site can also be seen in background of photo 161),Hilltop, extending onto the upperslope",Survey,"Situated on a slope and extending uphill just north of the Popovska River left bank, it occupied a fairly prominent hilltop position.",Annual agriculture,Annual agriculture,Upper slope,High,42.16917061,26.81852701,4668575.258,485010.7095,3,No Observation,NA,NA,NA,NA,(230 up the hill and 200m along the contour),"Artefact scatter (medieval pottery fragments, all wheel made, and some of which have glazing. also some broken brick)",(agricultural scrub (not ploughed)),Yes (Bolyarovo_05),(11th-12th Century (glaze)),NA,0 - No observation,,Anthropogenic,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(485010.70945 4668575.257837)
8551,Bara Weissova,2018-09-21 08:22:22.451 GMT,8551,2018-09-21,Burial Mound,,Legacy verification,"in the mountains, entirely robbed, tree in the E RT, hugging stones from the chamber",Pasture,Scrub,Hilltop,Super prominent,42.27234685,26.95189041,4680016.424,496032.7126,3,West,1.5,30,NA,30,NA,Other,stones around and in RT''s,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"01,irr,3.5,2,1.5, E; 02,square,1.5,1.5,0.6, W",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8551_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8551_2.jpg''}}",POINT(496032.712552 4680016.42422)
9807,Elissa SinClair,2018-09-21 09:05:48.157 GMT,9807,2018-09-21,Surface Scatter,"160-161,Some forest in river valley,,primarily deeply ploughed agricultural fields",Survey,"agricultural field on the south bank of Popovska River, directly across the river from the #9806 site. The two sites face each other each and differ only in relative prominence and elevation, with 9806 being west and on higher ground and #9807 east and lower ground",Annual agriculture,Annual agriculture,Lower slope,Medium,42.16917061,26.81852701,4668575.258,485010.7095,3,No Observation,NA,NA,NA,NA,NA,"Artefact scatter (On the south face, 9807 finds include wheel-made and hand-made pottery, both from the antique period. Majority of the finds are handle-fragments)",(Deeply Harrowed fields),Yes (Bolyarovo_07),(Antique),NA,0 - No observation,,Anthropogenic,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(485010.70945 4668575.257837)
8552,Bara Weissova,2018-09-21 10:31:12.553 GMT,8552,2018-09-21,Extinct Burial Mound,,Legacy verification,"large trench in the forest instead of a mound, white spot detected in the trench",Forest,Forest,Lower slope,Nil,42.24285125,26.90827415,4676744.365,492432.4355,3,North,0,0,NA,NA,NA,Other,white mortar,No,NA,NA,5 - extinct or near extinct,,Construction,looting - maybe,5 - none or nearly none,Urban development,Unknown,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8552_1.jpg''}}",POINT(492432.435512 4676744.365382)
8553,Bara Weissova,2018-09-21 11:14:20.044 GMT,8553,2018-09-21,Burial Mound,,Legacy verification,"in a deep forest, entirely dug out",Forest,Forest,Valley Bottom or Plain,Low,42.2403361,26.89069197,4676466.811,490981.5127,3,West,0,20,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Unknown,"01,T shape, 8,4,1.5; 02, irr,2.5,5,1.5",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8553_1.jpg''}}",POINT(490981.512707 4676466.81079)
9706,Petra Janouchova,2018-09-25 07:30:01.152 GMT,9706,2018-09-25,Burial Mound,"ext 271, 272,grassland",Legacy verification,NA,Pasture,Pasture,Valley Bottom or Plain,Nil,42.12967487,26.96727949,4664174.558,497295.6735,3,East,1,25,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,RT seems to be filled back again with agriculturist activities,3 - impaired,Agriculture,Unknown,"01 irregular,2,1,0.4",ext 270,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9706_1.jpg''}}",POINT(497295.673515 4664174.558034)
8554,Verka Dolezalkova,2018-09-25 07:38:01.504 GMT,8554,2018-09-25,Burial Mound,942,Legacy verification,mound in forest with rectangular RT on top and circled with an RT,Forest,Forest,Valley Bottom or Plain,Low,42.14899219,26.8524522,4666329.406,487808.9873,3,East,1.5,30,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,military activity,3 - impaired,Looting,Unknown,"01,rectangular,2.5,1.5,0.8,artificial",ext 939-941 and 943 for surrounding trench,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8554_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8554_2.jpg''}}",POINT(487808.987298 4666329.406232)
9707,Petra Janouchova,2018-09-25 07:53:33.197 GMT,9707,2018-09-25,Burial Mound,"ext. 274, 275",Legacy verification,NA,Forest,Forest,Valley Bottom or Plain,Nil,42.12793082,26.96800908,4663980.891,497355.9018,3,North,2.5,25,NA,25,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"01, rectangle, 10,2,0.5","ext 273, from w side to the top ditch filled in with soil","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9707_1.jpg''}}",POINT(497355.901754 4663980.891272)
8555,Verka Dolezalkova,2018-09-25 07:55:20.554 GMT,8555,2018-09-25,Other,944,Legacy verification,geodetic point. 1935 marked,Forest,Forest,Valley Bottom or Plain,Low,42.14835525,26.84979782,4666259.069,487589.5471,3,Other,0,0,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,not necessary to record,No observation,NA,No observation,Not available,Unknown,NA,NA,NA,POINT(487589.54711 4666259.068558)
9708,Petra Janouchova,2018-09-25 08:04:22.529 GMT,9708,2018-09-25,Burial Mound,"ext 276, 277, 278 overview west, three low mounds next to each other",Survey,"two mounds next to legacy point, possibly necropolis?",Annual agriculture,Annual agriculture,Valley Bottom or Plain,Low,42.12655672,26.96801105,4663828.323,497356.0068,3,West,0.5,20,NA,20,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Unknown,NA,NA,NA,POINT(497356.006794 4663828.323398)
8556,Verka Dolezalkova,2018-09-25 08:13:28.946 GMT,8556,2018-09-25,Burial Mound,945-946,Legacy verification,almost extinct burial mound with very old RTs and animal burrows on top,Forest,Forest,Valley Bottom or Plain,Low,42.15266701,26.84666332,4666738.27,487331.4186,3,South,0.5,15,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,animal activity,4 - minimal,Animal activity,Unknown,"01,oval,2.5,2,0.4;02,oval,2,2,0.4;03,rectangular,2,1,0.6","947-950, 3 very old and shallow RTs.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_4.jpg''}}",POINT(487331.418606 4666738.270432)
9709,Petra Janouchova,2018-09-25 08:15:01.628 GMT,9709,2018-09-25,Burial Mound,"ext 279,280",Survey,one of three mounds next to legacy,Annual agriculture,Annual agriculture,Valley Bottom or Plain,Low,42.12646514,26.9677187,4663818.164,497331.8397,3,West,0.5,25,NA,NA,NA,Loose artefacts,pottery sherds,Yes,Roman,NA,4 - seriously damaged,,Agriculture,maybe looted ?,4 - minimal,Agriculture,Unknown,NA,NA,NA,POINT(497331.839726 4663818.163691)
9710,Petra Janouchova,2018-09-25 08:24:10.150 GMT,9710,2018-09-25,Extinct Burial Mound,"ext 282,283",Survey,NA,Scrub,Annual agriculture,Valley Bottom or Plain,Nil,42.12594525,26.96698901,4663760.463,497271.506,3,East,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,agriculture,5 - none or nearly none,Looting,Unknown,"01, rect, 2,3,0.8","ext 281, possibly robbed mound or carriage","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9710_1.jpg''}}",POINT(497271.505964 4663760.46332)
8557,Verka Dolezalkova,2018-09-25 08:33:26.849 GMT,8557,2018-09-25,Burial Mound,"grassland (mound itself is not covered with trees but surrounded by them at the foot of the mound outwards, and the top is long grass",Legacy verification,"very large burial mound in forest. three large RTs on top, where the larger back RT is back filled and full of animal burrows",Forest,Pasture,Valley Bottom or Plain,Low,42.15445282,26.84737053,4666936.448,487390.2021,3,South,4,45,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,animal activity,3 - impaired,Looting,Unknown,"01,square,3,3,0.6,back,filled;02,oval,4,4,0.2;03,rectangular,2,1.5,0.3",animal burrows in RTs. ext #951-953,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_2a.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_3a.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_4a.jpg''}}",POINT(487390.202075 4666936.44765)
9711,Petra Janouchova,2018-09-25 08:38:49.407 GMT,9711,2018-09-25,Extinct Burial Mound,"ext 284,285",Survey,NA,Annual agriculture,Scrub,Valley Bottom or Plain,Nil,42.12540605,26.96814968,4663700.559,497367.418,3,North,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Unknown,NA,"unmeasurable, overgrown",NA,POINT(497367.417981 4663700.55862)
9712,Petra Janouchova,2018-09-25 08:41:47.126 GMT,9712,2018-09-25,Extinct Burial Mound,"ext 286,287",Survey,NA,Annual agriculture,Scrub,Valley Bottom or Plain,Nil,42.12529131,26.96756904,4663687.836,497319.4201,3,North,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Unknown,NA,"unmeasurable overgrown, possible rt inside",NA,POINT(497319.420101 4663687.836295)
9713,Petra Janouchova,2018-09-25 08:47:05.562 GMT,9713,2018-09-25,Burial Mound,"ext 288,289",Survey,NA,Forest,Annual agriculture,Valley Bottom or Plain,Medium,42.12477456,26.96881722,4663630.422,497422.5677,3,North,3,25,NA,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Animal activity,NA,2 - good,Not available,Unknown,NA,"stones around, extensive scrub west of the mound, RT not visible, tall trees on the top",NA,POINT(497422.567745 4663630.422431)
9714,Petra Janouchova,2018-09-25 09:06:30.804 GMT,9714,2018-09-25,Burial Mound,ext 297,Legacy verification,"in a forest, entirely looted",Forest,Forest,Valley Bottom or Plain,Low,42.12625349,26.97118501,4663794.561,497618.3338,3,Southwest,1,20,NA,NA,NA,Other,stones,No,NA,NA,4 - seriously damaged,,Looting,ditch,4 - minimal,Looting,Unknown,"01, irr top, 5,2,1; 02, ditch, 3,x,1","ditch goes through in W - E direction, width 3, depth 1, top N taken by RT 5 x 2 x 1, kamenen kozhuch","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9714_1.jpg''}}",POINT(497618.333811 4663794.561059)
9715,Petra Janouchova,2018-09-25 09:47:13.902 GMT,9715,2018-09-25,Burial Mound,"ext 298,299",Legacy verification,NA,Pasture,Scrub,Upper slope,High,42.13041754,26.96376466,4664257.135,497005.2106,3,South,1,30,NA,25,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Unknown,NA,"loose stones on the top, no rt visible",NA,POINT(497005.210638 4664257.135011)
8558,Verka Dolezalkova,2018-09-25 10:08:42.262 GMT,8558,2018-09-25,Burial Mound,"956-957,grassland",Legacy verification,"very low mound with pasture, scrub and trees on it, with agriculture around it, between two roads and on the outskirts of the town",Annual agriculture,Pasture,Valley Bottom or Plain,Low,42.14963372,26.87099376,4666398.155,489341.0757,3,North,1.8,25,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Urban development,next to the village,2 - good,Urban development,Unknown,NA,NA,NA,POINT(489341.075698 4666398.155386)
9716,Petra Janouchova,2018-09-25 10:21:29.146 GMT,9716,2018-09-25,Burial Mound,"ext 305,306",Legacy verification,NA,Annual agriculture,Annual agriculture,Upper slope,Low,42.13885994,26.96526062,4665194.456,497129.2303,3,North,0.5,30,NA,25,NA,Artefact scatter,"1 sherd, handle",Yes,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Unknown,NA,"two bunkers visible from the spot; ploughed over, no rt visible",NA,POINT(497129.230261 4665194.456435)
8559,Verka Dolezalkova,2018-09-25 12:24:12.506 GMT,8559,2018-09-25,Burial Mound,958-959,Legacy verification,mound that has been plowed to be almost extinct. probably robbed although no remaining signs of this happening due to continual plowing annually. lots of stones on top,Annual agriculture,Scrub,Lower slope,High,42.16213696,26.9283028,4667780.849,494077.3059,3,South,0.4,26,NA,20,NA,Artefact scatter,big stones/boulders that are about 20cm large. pottery scatter in plowed field. ext photos 961-962,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8559_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8559_2.jpg''}}",4 - seriously damaged,annual plowing,Agriculture,bioturbation,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(494077.305859 4667780.848509)
9717,Petra Janouchova,2018-09-25 12:30:38.738 GMT,9717,2018-09-25,Surface Scatter,"ext 311, harrowed field",Survey,NA,Annual agriculture,Annual agriculture,Upper slope,Nil,42.1663793,26.9267132,4668251.995,493946.3978,3,Northeast,0,300,NA,NA,check GPS track log,Loose artefacts,pottery scatter,Yes,NA,NA,0 - No observation,,Agriculture,NA,1 - full,Agriculture,Last month,NA,harrowed field,NA,POINT(493946.397758 4668251.99506)
9718,Petra Janouchova,2018-09-25 12:45:52.044 GMT,9718,2018-09-25,Burial Mound,ext 322-327,Legacy verification,NA,Annual agriculture,Scrub,Hilltop,Super prominent,42.16796513,26.9307658,4668427.794,494281.2914,3,Northeast,4,50,3,40,cut sides by agriculture,Loose artefacts,insignificant pottery,Yes,maybe roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9718_1.jpg''}}",4 - seriously damaged,,Looting,agriculture,4 - minimal,Looting,Unknown,"01,rect,10,9,1,top to east;02,rect, 2,6,2, south to east","ext 328,rt 02, ext 329 overview of rts, top almost completely robbed with huge RTS, not so much overgrown, possibly last 5 yrs","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9718_1.jpg''}}",POINT(494281.291365 4668427.794083)
8560,Verka Dolezalkova,2018-09-25 12:48:24.457 GMT,8560,2018-09-25,Burial Mound,grassland,Legacy verification,mound on top of hill,Pasture,Pasture,Upper slope,High,42.16318335,26.93214506,4667896.771,494394.7959,3,North,1.6,30,NA,NA,NA,NA,NA,No,NA,NA,1 - pristine,,Agriculture,NA,2 - good,Agriculture,Unknown,NA,NA,NA,POINT(494394.795888 4667896.771494)
8561,Verka Dolezalkova,2018-09-25 12:57:39.820 GMT,8561,2018-09-25,Uncertain Feature,"uncertain burial mound ),967-968,grassland",Survey,slightly inclined feature in field with large stone pile on top. stone coverage and stones from field piled up near tree on top,Pasture,Pasture,Lower slope,Medium,42.16426638,26.93248735,4668017,494423.1655,3,North,1,25,NA,20,NA,NA,ext 969-970,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last year,NA,NA,NA,POINT(494423.165532 4668017.000337)
8562,Verka Dolezalkova,2018-09-25 13:05:44.751 GMT,8562,2018-09-25,Uncertain Feature,"971-972,grassland",Survey,small scrub section with stones in the middle of field,Pasture,Pasture,Lower slope,Low,42.16423484,26.93361578,4668013.425,494516.376,3,North,0.5,25,NA,20,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(494516.376035 4668013.424976)
8563,Verka Dolezalkova,2018-09-25 13:16:26.530 GMT,8563,2018-09-25,Uncertain Feature,"975-976,grassland",Survey,large scrub feature in field with large pile of rocks inside scrub,Scrub,Pasture,Lower slope,Low,42.16560601,26.9317123,4668165.793,494359.2627,3,North,0.4,30,NA,30,NA,Artefact scatter,ext photo 973-974,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8563_1.jpg''}}",4 - seriously damaged,only if it is a mound,Agriculture,NA,3 - impaired,Agriculture,Unknown,NA,NA,NA,POINT(494359.262728 4668165.792964)
9719,Petra Janouchova,2018-09-25 13:17:24.030 GMT,9719,2018-09-25,Burial Mound,"ext 335-7,grassland",Survey,NA,Pasture,Pasture,Upper slope,Low,42.16457999,26.92953391,4668052.019,494179.228,3,Southwest,1,35,NA,25,NA,NA,stones,No,NA,NA,4 - seriously damaged,,Looting,agriculture,4 - minimal,Post-depositional,Last year,"01,rect,6,2.5,1.5;02,rect,2,2,0.8","ext340 overview, recent RTS, stones next to rt","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9719_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9719_2.jpg''}}",POINT(494179.228034 4668052.018584)
9720,Petra Janouchova,2018-09-25 13:26:56.004 GMT,9720,2018-09-25,Burial Mound,"ext 342,343,grassland",Survey,NA,Pasture,Pasture,Upper slope,Low,42.16498688,26.92858909,4668097.261,494101.2201,3,West,1.5,30,NA,25,NA,Artefact scatter,NA,Yes,NA,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Last week,"01, rect, 2,0.5,0.5","drilled holes, 1 m apart, on the top of the mound near a small rt, pottery on surface, robbers looking for a chambet","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9720_1.jpg''}}",POINT(494101.220134 4668097.260933)
9808,Elissa SinClair,2018-09-25 13:42:11.189 GMT,9808,2018-09-25,Surface Scatter,"064-066,river valley - creek forms one border",Survey,"Open air site situated in agricultural fields on the northern bank of the Popovska river, to the east of the northern tributary closest to Dabovo. The type of site/feature is uncertain perhaps a farmhouse? It is likely that the site continues to the north, on the other side of the modern road, but this area was not surveyed

created subsequent to field work
Site Walked 13 Sep
coordinates manually inputed",Annual agriculture,Annual agriculture,Valley Bottom or Plain,Nil,42.20252624,26.76577159,4672289,480663,999,No Observation,NA,NA,NA,NA,(75-100 x 450-550),"Artefact scatter (finds included hand-made pottery (chronology unclear, pre-ottoman), wheel-made ottoman pottery, and some blue-coloured glass typical of the 19th Century.)","(harrowed field, 8-12cm deep)",Yes (Popovo_3),NA,NA,0 - No observation,,Anthropogenic,NA,No observation,Agriculture,Unknown,NA,NA,NA,POINT(470046.275855 4665291.364337)
9809,Elissa SinClair,2018-09-25 13:45:48.815 GMT,9809,2018-09-25,Surface Scatter,"069-070,scrub alongside modern dirt road,between road and creek",Survey,"Site is a very light surface scatter, containing hand-made pottery of indistinct chronology. Site was scrub, alongside a modern dirt-road, on the north-eastern side of the Popovska River, where it joins the Vodenska River.

created subsequent to field work
site walked 14 Sep
coordinates manually created",Scrub,Scrub,Valley Bottom or Plain,Nil,42.0549585,26.90512074,4655883,492149,999,No Observation,NA,NA,NA,NA,(70 x 400),"Artefact scatter (handmade pottery, date unknown)",NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,No observation,NA,NA,NA,POINT(470027.074917 4665279.300474)
9810,Elissa SinClair,2018-09-25 13:46:38.358 GMT,9810,2018-09-25,Surface Scatter,"075-080,grassland, forest and scrub,grassland (scrub and grass plain,hilltop/plateau area,hilltop, however one of the smaller/est slopes in the area",Survey,"Site is open-air settlement from medieval period, situated on the north bank of the Popovska river. High point, opposite the Voden Castle and Monastery. 

created subsequent to field work
Site Walked 14 Sep
coordinates created manually",Scrub,Pasture,Hilltop,Medium,42.05463573,26.90986394,4655846,492542,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter (On the surface are pieces of wheel made pottery from the medieval period, c. 10-12th Century. There are also pieces of daub, and one piece from an iron tool)",(~40cm grass),Yes (Voden_03),"(medieval, 10th-12th C.)",NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470038.646973 4665273.635797)
9811,Elissa SinClair,2018-09-25 13:49:28.948 GMT,9811,2018-09-25,Surface Scatter,"081-096,forest on hill slopes, some scrub at base,forest around monastery site - cleared and cleaned during excavations, so mostly scrub within the monastery",Legacy verification,"Monastery site Very prominent hill top site, neighbouring hill was location of Castle, 

Site walked 14 Sep
Created subsequent to field work",Forest,Forest,Hilltop,High,42.05094813,26.91285884,4655437,492789,999,No Observation,NA,NA,NA,NA,NA,Other Monastery,NA,No,NA,NA,4 - seriously damaged,,Anthropogenic,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470050.550629 4665274.145173)
9812,Elissa SinClair,2018-09-25 13:49:54.014 GMT,9812,2018-09-25,Surface Scatter,"100-111,grassland (some scrub, primarily long grass (50cm+ in some areas.,hilltop/plateau area",Survey,"This is another open-air site from the medieval period, on a hill similar in height and size to Site 9810, although the pottery fragments extend further down the slope than in the previous site.

created subsequent to field work
Site walked 14 September
coordinates manual",Pasture,Pasture,Hilltop,Medium,42.05436575,26.90714919,4655187,492317,999,No Observation,NA,NA,NA,NA,NA,Artefact scatter (medieval wheel-made pottery),NA,No (see 9810 (Voden_03) for typical materials),(medieval),NA,0 - No observation,,No observation,NA,No observation,Unknown,No observation,NA,NA,NA,POINT(470045.357065 4665284.848877)
